t_s,theta_deg,alpha_deg,alpha_dot_hat,theta_dot_hat,u_fb,u_fric,u_total,dt_ms
21.382,-17.55,-0.18,-1.688,2.840,0.097,0.098,0.195,2.3
21.382,-17.53,-0.18,-1.683,2.836,0.100,0.098,0.198,0.2
21.384,-17.22,-0.18,-1.674,2.832,0.107,0.098,0.205,2.0
21.384,-17.18,-0.18,-1.669,2.828,0.111,0.098,0.209,0.3
21.387,-16.92,-0.35,-1.707,2.856,0.094,0.098,0.192,2.5
21.387,-16.87,-0.35,-1.702,2.853,0.097,0.098,0.194,0.2
21.391,-16.52,-0.35,-1.671,2.832,0.114,0.098,0.212,3.8
21.391,-16.50,-0.35,-1.663,2.826,0.118,0.098,0.217,0.2
21.395,-15.93,-0.53,-1.744,2.885,0.085,0.098,0.184,3.8
21.395,-15.91,-0.53,-1.729,2.874,0.093,0.098,0.190,0.3
21.399,-15.34,-0.70,-1.768,2.903,0.066,0.098,0.164,3.7
21.399,-15.30,-0.70,-1.756,2.894,0.071,0.098,0.169,0.2
21.403,-14.78,-0.70,-1.678,2.839,0.101,0.098,0.199,3.8
21.403,-14.73,-0.70,-1.667,2.831,0.107,0.098,0.205,0.2
21.407,-14.19,-0.88,-1.726,2.873,0.083,0.098,0.181,3.8
21.407,-14.16,-0.88,-1.715,2.866,0.088,0.098,0.186,0.2
21.411,-13.62,-1.05,-1.746,2.887,0.065,0.098,0.163,3.8
21.411,-13.57,-1.05,-1.733,2.878,0.071,0.098,0.169,0.2
21.413,-13.00,-1.05,-1.739,2.882,0.065,0.098,0.162,2.0
21.413,-12.98,-1.05,-1.726,2.873,0.070,0.098,0.168,0.3
21.417,-12.68,-1.23,-1.704,2.855,0.072,0.098,0.170,3.4
21.417,-12.63,-1.23,-1.690,2.845,0.078,0.098,0.176,0.3
21.421,-12.13,-1.23,-1.634,2.804,0.106,0.098,0.204,3.7
21.421,-12.07,-1.23,-1.627,2.799,0.111,0.098,0.209,0.2
21.425,-11.54,-1.41,-1.710,2.856,0.079,0.098,0.177,3.7
21.425,-11.50,-1.41,-1.702,2.851,0.083,0.098,0.181,0.2
21.429,-10.95,-1.41,-1.671,2.827,0.100,0.098,0.198,3.9
21.429,-10.93,-1.41,-1.663,2.822,0.105,0.098,0.203,0.2
21.433,-10.36,-1.58,-1.732,2.869,0.078,0.098,0.177,3.8
21.433,-10.34,-1.58,-1.722,2.862,0.083,0.098,0.182,0.2
21.437,-9.77,-1.76,-1.758,2.885,0.059,0.098,0.157,3.8
21.437,-9.73,-1.76,-1.747,2.877,0.064,0.098,0.162,0.2
21.441,-9.16,-1.76,-1.679,2.826,0.091,0.098,0.189,3.8
21.441,-9.11,-1.76,-1.670,2.819,0.096,0.098,0.194,0.2
21.445,-8.55,-1.93,-1.730,2.859,0.071,0.098,0.169,3.8
21.445,-8.52,-1.93,-1.718,2.850,0.077,0.098,0.175,0.2
21.449,-7.96,-2.11,-1.747,2.867,0.055,0.098,0.152,3.8
21.449,-7.91,-2.11,-1.736,2.859,0.059,0.098,0.157,0.2
21.453,-7.34,-2.11,-1.663,2.802,0.089,0.098,0.187,3.8
21.453,-7.30,-2.11,-1.654,2.796,0.094,0.098,0.191,0.2
21.457,-6.73,-2.29,-1.715,2.835,0.068,0.098,0.166,3.8
21.457,-6.69,-2.29,-1.703,2.827,0.074,0.098,0.172,0.2
21.459,-6.12,-2.29,-1.725,2.840,0.063,0.098,0.161,2.0
21.459,-6.08,-2.46,-1.723,2.838,0.064,0.098,0.162,0.2
21.463,-5.77,-2.46,-1.714,2.828,0.060,0.098,0.158,3.6
21.463,-5.73,-2.46,-1.703,2.820,0.065,0.098,0.163,0.2
21.465,-5.20,-2.64,-1.731,2.836,0.045,0.098,0.144,2.1
21.465,-5.16,-2.64,-1.725,2.832,0.048,0.098,0.146,0.2
21.469,-4.83,-2.64,-1.662,2.781,0.067,0.098,0.165,3.6
21.469,-4.79,-2.64,-1.651,2.773,0.073,0.098,0.171,0.2
21.471,-4.24,-2.81,-1.692,2.799,0.050,0.098,0.148,2.2
21.472,-4.22,-2.81,-1.686,2.794,0.053,0.098,0.150,0.2
21.476,-3.89,-2.81,-1.582,2.711,0.097,0.098,0.194,4.3
21.476,-3.85,-2.99,-1.579,2.709,0.098,0.098,0.196,0.2
21.480,-3.21,-2.99,-1.692,2.783,0.051,0.098,0.149,3.8
21.480,-3.17,-2.99,-1.681,2.775,0.056,0.098,0.153,0.2
21.482,-2.60,-3.16,-1.721,2.798,0.027,0.098,0.125,2.2
21.483,-2.56,-3.16,-1.713,2.792,0.030,0.098,0.128,0.2
21.486,-2.23,-3.34,-1.700,2.774,0.008,0.098,0.106,3.8
21.487,-2.19,-3.34,-1.683,2.761,0.014,0.098,0.112,0.2
21.490,-1.62,-3.34,-1.558,2.662,0.053,0.098,0.151,3.8
21.491,-1.57,-3.34,-1.545,2.652,0.059,0.098,0.157,0.2
21.494,-1.01,-3.52,-1.581,2.668,0.037,0.098,0.135,3.7
21.495,-0.96,-3.52,-1.568,2.658,0.043,0.098,0.141,0.3
21.498,-0.42,-3.69,-1.590,2.663,0.017,0.098,0.115,3.8
21.499,-0.37,-3.69,-1.575,2.652,0.023,0.098,0.121,0.3
21.501,0.17,-3.69,-1.543,2.623,0.030,0.098,0.128,2.2
21.501,0.22,-3.69,-1.537,2.618,0.032,0.098,0.131,0.2
21.505,0.52,-3.87,-1.527,2.599,0.022,0.098,0.120,3.8
21.505,0.55,-3.87,-1.509,2.585,0.029,0.098,0.128,0.3
21.509,1.11,-4.04,-1.519,2.580,0.007,0.098,0.105,3.7
21.509,1.14,-4.04,-1.504,2.568,0.013,0.098,0.110,0.2
21.513,1.68,-4.22,-1.490,2.544,-0.007,0.098,0.092,3.8
21.513,1.73,-4.22,-1.476,2.533,-0.001,0.098,0.097,0.2
21.517,2.27,-4.39,-1.446,2.497,-0.018,0.098,0.080,3.8
21.517,2.29,-4.39,-1.430,2.485,-0.012,0.098,0.087,0.2
21.519,2.82,-4.39,-1.374,2.436,0.001,0.098,0.099,2.2
21.520,2.86,-4.39,-1.365,2.428,0.005,0.098,0.103,0.2
21.523,3.17,-4.57,-1.337,2.393,-0.004,0.098,0.094,3.8
21.524,3.19,-4.57,-1.321,2.380,0.002,0.098,0.101,0.3
21.527,3.72,-4.75,-1.319,2.361,-0.020,0.098,0.078,3.8
21.528,3.74,-4.75,-1.304,2.349,-0.015,0.098,0.083,0.2
21.530,4.22,-4.75,-1.256,2.305,-0.005,0.098,0.093,2.2
21.530,4.26,-4.75,-1.249,2.299,-0.002,0.098,0.096,0.2
21.532,4.55,-4.92,-1.257,2.295,-0.019,0.098,0.079,2.1
21.532,4.59,-4.92,-1.251,2.290,-0.018,0.098,0.080,0.2
21.536,4.85,-5.10,-1.239,2.262,-0.045,0.098,0.053,3.8
21.536,4.90,-5.10,-1.227,2.252,-0.041,0.098,0.058,0.2
21.540,5.35,-5.27,-1.169,2.190,-0.054,0.098,0.044,3.8
21.540,5.40,-5.27,-1.155,2.178,-0.049,0.098,0.049,0.2
21.544,5.84,-5.27,-1.013,2.055,-0.013,0.098,0.085,3.8
21.544,5.88,-5.27,-1.003,2.047,-0.009,0.098,0.089,0.2
21.548,6.32,-5.45,-1.023,2.039,-0.038,0.098,0.060,3.8
21.548,6.34,-5.45,-1.012,2.030,-0.034,0.098,0.064,0.2
21.551,6.75,-5.45,-0.977,1.992,-0.031,0.098,0.067,2.2
21.551,6.78,-5.45,-0.969,1.986,-0.028,0.098,0.069,0.2
21.555,7.02,-5.63,-0.956,1.952,-0.049,0.098,0.049,3.9
21.555,7.04,-5.63,-0.939,1.938,-0.043,0.098,0.055,0.3
21.559,7.43,-5.63,-0.847,1.849,-0.023,0.098,0.074,3.7
21.559,7.48,-5.63,-0.840,1.843,-0.021,0.098,0.077,0.2
21.563,7.85,-5.80,-0.872,1.840,-0.058,0.098,0.040,3.9
21.563,7.87,-5.80,-0.860,1.830,-0.054,0.098,0.044,0.2
21.567,8.24,-5.80,-0.768,1.739,-0.038,0.098,0.061,3.8
21.567,8.26,-5.80,-0.760,1.732,-0.035,0.098,0.063,0.2
21.571,8.61,-5.98,-0.776,1.717,-0.068,0.098,0.030,3.8
21.571,8.63,-5.98,-0.767,1.710,-0.066,0.098,0.032,0.2
21.575,8.96,-5.98,-0.666,1.610,-0.049,0.098,0.049,3.8
21.575,8.98,-5.98,-0.656,1.601,-0.045,0.098,0.053,0.2
21.577,9.29,-5.98,-0.627,1.564,-0.042,0.098,0.057,2.2
21.577,9.31,-5.98,-0.622,1.559,-0.040,0.098,0.058,0.2
21.580,9.49,-5.98,-0.599,1.527,-0.038,0.098,0.060,2.2
21.580,9.51,-5.98,-0.594,1.522,-0.037,0.098,0.062,0.2
21.584,9.66,-6.15,-0.621,1.512,-0.072,0.098,0.025,3.9
21.584,9.68,-6.15,-0.611,1.503,-0.070,0.098,0.028,0.2
21.586,9.97,-6.15,-0.575,1.461,-0.070,0.098,0.028,2.1
21.586,9.99,-6.15,-0.566,1.452,-0.068,0.098,0.030,0.3
21.589,10.14,-6.15,-0.512,1.394,-0.062,0.098,0.036,2.7
21.589,10.16,-6.15,-0.505,1.386,-0.059,0.098,0.039,0.3
21.593,10.34,-6.15,-0.441,1.312,-0.050,0.098,0.049,3.7
21.593,10.36,-6.15,-0.436,1.307,-0.048,0.098,0.050,0.2
21.595,10.58,-6.15,-0.422,1.279,-0.050,0.098,0.048,2.2
21.596,10.60,-6.15,-0.419,1.276,-0.050,0.098,0.048,0.2
21.600,10.73,-6.15,-0.386,1.222,-0.050,0.098,0.048,3.9
21.600,10.73,-6.15,-0.382,1.217,-0.049,0.098,0.049,0.2
21.603,10.97,-5.98,-0.293,1.125,-0.012,0.098,0.086,3.8
21.604,10.97,-5.98,-0.292,1.123,-0.011,0.098,0.087,0.2
21.608,11.17,-5.98,-0.339,1.128,-0.029,0.098,0.069,3.8
21.608,11.19,-5.98,-0.338,1.126,-0.029,0.098,0.069,0.2
21.611,11.39,-5.98,-0.369,1.125,-0.049,0.098,0.049,3.0
21.611,11.39,-5.98,-0.367,1.122,-0.049,0.098,0.050,0.2
21.615,11.52,-5.98,-0.350,1.080,-0.056,0.098,0.042,3.8
21.615,11.54,-5.98,-0.346,1.075,-0.055,0.098,0.043,0.2
21.619,11.72,-5.80,-0.252,0.980,-0.019,0.098,0.079,3.8
21.619,11.72,-5.80,-0.251,0.978,-0.018,0.098,0.080,0.2
21.623,11.89,-5.80,-0.297,0.982,-0.038,0.098,0.061,3.8
21.623,11.89,-5.80,-0.296,0.979,-0.038,0.098,0.061,0.2
21.627,12.02,-5.63,-0.236,0.910,-0.009,0.098,0.089,3.7
21.627,12.04,-5.63,-0.238,0.909,-0.009,0.098,0.089,0.3
21.631,12.17,-5.63,-0.302,0.927,-0.035,0.098,0.063,3.7
21.631,12.17,-5.63,-0.302,0.925,-0.035,0.098,0.063,0.3
21.635,12.31,-5.45,-0.251,0.863,-0.011,0.098,0.087,3.7
21.635,12.31,-5.45,-0.252,0.861,-0.011,0.098,0.087,0.3
21.639,12.41,-5.45,-0.303,0.871,-0.032,0.098,0.066,3.7
21.639,12.44,-5.45,-0.303,0.869,-0.032,0.098,0.065,0.3
21.643,12.55,-5.45,-0.332,0.862,-0.055,0.098,0.043,3.7
21.643,12.57,-5.45,-0.329,0.858,-0.055,0.098,0.043,0.3
21.647,12.66,-5.27,-0.237,0.767,-0.021,0.098,0.077,3.7
21.647,12.68,-5.27,-0.238,0.765,-0.021,0.098,0.077,0.3
21.651,12.76,-5.27,-0.277,0.767,-0.040,0.098,0.058,3.7
21.651,12.76,-5.27,-0.276,0.765,-0.040,0.098,0.058,0.2
21.655,12.85,-5.10,-0.218,0.697,-0.015,0.098,0.084,3.8
21.655,12.85,-5.10,-0.219,0.697,-0.015,0.098,0.083,0.2
21.659,12.94,-4.92,-0.202,0.660,0.005,0.098,0.104,3.8
21.659,12.94,-4.92,-0.207,0.662,0.004,0.098,0.103,0.3
21.663,13.00,-4.92,-0.297,0.702,-0.028,0.098,0.069,3.7
21.663,13.00,-4.92,-0.298,0.702,-0.029,0.098,0.068,0.2
21.667,13.07,-4.75,-0.261,0.653,-0.010,0.098,0.088,3.5
21.667,13.07,-4.75,-0.263,0.652,-0.011,0.098,0.087,0.3
21.669,13.11,-4.75,-0.289,0.658,-0.021,0.098,0.077,2.2
21.669,13.11,-4.75,-0.291,0.657,-0.022,0.098,0.076,0.2
21.671,13.16,-4.75,-0.314,0.660,-0.036,0.098,0.063,2.2
21.672,13.16,-4.75,-0.315,0.659,-0.036,0.098,0.062,0.2
21.674,13.20,-4.75,-0.326,0.652,-0.049,0.098,0.049,2.3
21.674,13.20,-4.75,-0.324,0.649,-0.049,0.098,0.049,0.3
21.676,13.22,-4.57,-0.272,0.598,-0.029,0.098,0.069,2.2
21.677,13.22,-4.57,-0.270,0.595,-0.028,0.098,0.070,0.2
21.680,13.25,-4.57,-0.265,0.568,-0.027,0.098,0.070,3.8
21.681,13.27,-4.57,-0.266,0.568,-0.028,0.098,0.070,0.2
21.684,13.33,-4.57,-0.312,0.577,-0.057,0.098,0.041,3.8
21.685,13.33,-4.57,-0.311,0.575,-0.057,0.098,0.041,0.2
21.688,13.40,-4.39,-0.231,0.495,-0.029,0.098,0.068,3.8
21.689,13.40,-4.39,-0.231,0.494,-0.030,0.098,0.068,0.2
21.691,13.44,-4.39,-0.250,0.494,-0.040,0.098,0.058,2.3
21.691,13.44,-4.39,-0.251,0.493,-0.041,0.098,0.057,0.3
21.694,13.46,-4.39,-0.263,0.487,-0.053,0.098,0.045,2.4
21.694,13.46,-4.39,-0.263,0.485,-0.054,0.098,0.044,0.2
21.698,13.49,-4.22,-0.188,0.410,-0.024,0.097,0.073,3.8
21.698,13.49,-4.22,-0.190,0.410,-0.025,0.097,0.072,0.2
21.702,13.51,-4.22,-0.237,0.422,-0.047,0.097,0.051,3.8
21.702,13.51,-4.22,-0.237,0.421,-0.048,0.097,0.050,0.2
21.706,13.55,-4.04,-0.190,0.366,-0.028,0.097,0.068,3.8
21.706,13.55,-4.04,-0.193,0.367,-0.029,0.097,0.067,0.3
21.710,13.57,-4.04,-0.238,0.379,-0.052,0.097,0.045,3.7
21.710,13.57,-4.04,-0.239,0.378,-0.053,0.097,0.044,0.3
21.714,13.57,-4.04,-0.246,0.362,-0.070,0.097,0.026,3.8
21.714,13.57,-4.04,-0.244,0.359,-0.071,0.096,0.025,0.3
21.718,13.57,-3.87,-0.146,0.269,-0.035,0.093,0.058,3.6
21.718,13.57,-3.87,-0.147,0.269,-0.035,0.093,0.058,0.2
21.722,13.57,-3.69,-0.100,0.217,-0.005,0.088,0.083,3.8
21.722,13.57,-3.69,-0.105,0.219,-0.006,0.088,0.082,0.2
21.726,13.57,-3.69,-0.192,0.263,-0.039,0.092,0.054,3.8
21.726,13.57,-3.69,-0.195,0.264,-0.040,0.092,0.052,0.2
21.730,13.57,-3.52,-0.168,0.226,-0.026,0.089,0.063,3.7
21.730,13.57,-3.52,-0.170,0.227,-0.027,0.089,0.063,0.2
21.734,13.57,-3.52,-0.219,0.244,-0.050,0.091,0.041,3.8
21.734,13.57,-3.52,-0.220,0.244,-0.051,0.091,0.040,0.2
21.738,13.57,-3.52,-0.239,0.239,-0.073,0.090,0.018,3.9
21.738,13.57,-3.52,-0.237,0.237,-0.073,0.090,0.017,0.2
21.742,13.57,-3.52,-0.210,0.200,-0.081,0.085,0.004,3.7
21.742,13.57,-3.52,-0.208,0.198,-0.081,0.085,0.004,0.1
21.746,13.57,-3.34,-0.086,0.092,-0.038,0.054,0.017,3.8
21.746,13.57,-3.34,-0.084,0.090,-0.037,0.053,0.016,0.2
21.750,13.57,-3.34,-0.049,0.048,-0.030,0.030,0.000,3.9
21.750,13.57,-3.34,-0.048,0.046,-0.030,0.029,-0.000,0.1
21.754,13.57,-3.34,-0.018,0.007,-0.031,0.005,-0.026,3.9
21.754,13.57,-3.34,-0.014,0.004,-0.031,0.003,-0.028,0.2
21.758,13.55,-3.34,0.062,-0.069,-0.018,-0.055,-0.073,3.9
21.758,13.55,-3.34,0.071,-0.076,-0.016,-0.060,-0.076,0.2
21.762,13.57,-3.16,0.295,-0.253,0.066,-0.120,-0.054,3.8
21.762,13.55,-3.16,0.301,-0.258,0.068,-0.121,-0.053,0.2
21.766,13.55,-3.16,0.394,-0.341,0.102,-0.126,-0.023,3.8
21.766,13.55,-3.16,0.392,-0.341,0.101,-0.126,-0.024,0.2
21.768,13.53,-3.16,0.375,-0.338,0.092,-0.126,-0.034,2.1
21.768,13.53,-3.16,0.373,-0.338,0.090,-0.126,-0.035,0.3
21.771,13.53,-3.16,0.352,-0.333,0.075,-0.126,-0.051,2.5
21.771,13.53,-3.16,0.352,-0.334,0.074,-0.126,-0.052,0.2
21.773,13.53,-3.16,0.348,-0.340,0.063,-0.126,-0.063,2.0
21.773,13.53,-3.16,0.348,-0.341,0.062,-0.126,-0.063,0.2
21.776,13.53,-3.16,0.354,-0.358,0.048,-0.127,-0.078,3.0
21.777,13.53,-3.16,0.356,-0.360,0.048,-0.127,-0.079,0.2
21.779,13.53,-3.16,0.375,-0.383,0.043,-0.127,-0.085,2.1
21.779,13.53,-3.16,0.377,-0.385,0.042,-0.127,-0.085,0.2
21.783,13.53,-3.16,0.416,-0.430,0.034,-0.128,-0.094,3.8
21.783,13.53,-3.16,0.419,-0.432,0.034,-0.128,-0.094,0.2
21.787,13.53,-3.16,0.464,-0.481,0.027,-0.128,-0.101,3.8
21.787,13.53,-3.16,0.468,-0.485,0.027,-0.128,-0.102,0.3
21.791,13.53,-2.99,0.585,-0.583,0.065,-0.129,-0.063,3.7
21.791,13.53,-2.99,0.583,-0.584,0.064,-0.129,-0.064,0.2
21.795,13.51,-2.99,0.560,-0.581,0.048,-0.129,-0.080,3.7
21.795,13.51,-2.99,0.559,-0.581,0.047,-0.129,-0.082,0.2
21.799,13.51,-2.99,0.538,-0.581,0.022,-0.129,-0.107,3.9
21.799,13.51,-2.99,0.540,-0.584,0.021,-0.129,-0.108,0.3
21.803,13.49,-2.99,0.571,-0.620,0.011,-0.129,-0.117,3.7
21.803,13.49,-2.99,0.574,-0.623,0.011,-0.129,-0.118,0.3
21.807,13.49,-2.99,0.611,-0.664,0.002,-0.129,-0.126,3.7
21.807,13.49,-2.99,0.613,-0.667,0.002,-0.129,-0.127,0.2
21.811,13.49,-2.99,0.655,-0.711,-0.005,-0.129,-0.134,3.7
21.811,13.49,-2.99,0.657,-0.714,-0.006,-0.129,-0.134,0.2
21.813,13.46,-2.99,0.688,-0.744,-0.007,-0.129,-0.136,2.3
21.813,13.46,-2.99,0.691,-0.747,-0.008,-0.129,-0.137,0.2
21.817,13.46,-2.99,0.730,-0.789,-0.014,-0.129,-0.143,3.6
21.817,13.46,-2.99,0.733,-0.792,-0.015,-0.129,-0.144,0.2
21.819,13.44,-2.99,0.761,-0.821,-0.017,-0.129,-0.146,2.2
21.820,13.42,-2.99,0.764,-0.824,-0.017,-0.129,-0.147,0.2
21.823,13.40,-2.81,0.888,-0.927,0.026,-0.129,-0.103,3.8
21.824,13.40,-2.81,0.886,-0.926,0.025,-0.129,-0.104,0.2
21.827,13.33,-2.81,0.855,-0.916,0.008,-0.129,-0.121,3.8
21.828,13.31,-2.81,0.853,-0.916,0.007,-0.129,-0.122,0.2
21.831,13.25,-2.81,0.844,-0.923,-0.010,-0.129,-0.139,3.7
21.832,13.25,-2.81,0.844,-0.924,-0.011,-0.129,-0.140,0.2
21.835,13.20,-2.64,0.926,-0.995,0.019,-0.129,-0.110,3.8
21.836,13.20,-2.64,0.923,-0.993,0.017,-0.129,-0.111,0.3
21.839,13.14,-2.64,0.886,-0.979,-0.003,-0.129,-0.131,3.7
21.840,13.11,-2.64,0.885,-0.979,-0.004,-0.129,-0.133,0.2
21.843,13.05,-2.64,0.880,-0.988,-0.019,-0.129,-0.147,3.8
21.844,13.05,-2.64,0.880,-0.988,-0.020,-0.129,-0.148,0.2
21.848,12.94,-2.46,0.983,-1.074,0.019,-0.129,-0.109,4.1
21.848,12.94,-2.46,0.979,-1.072,0.017,-0.129,-0.111,0.3
21.852,12.83,-2.46,0.941,-1.057,0.001,-0.129,-0.127,3.7
21.852,12.81,-2.46,0.939,-1.056,-0.000,-0.129,-0.129,0.2
21.856,12.72,-2.29,0.993,-1.105,0.027,-0.129,-0.102,3.8
21.856,12.70,-2.29,0.988,-1.101,0.025,-0.129,-0.104,0.3
21.860,12.59,-2.11,1.007,-1.124,0.049,-0.129,-0.079,3.7
21.860,12.59,-2.11,1.001,-1.120,0.047,-0.129,-0.081,0.2
21.864,12.46,-1.93,0.957,-1.098,0.055,-0.129,-0.074,4.3
21.864,12.44,-1.93,0.949,-1.093,0.052,-0.129,-0.076,0.2
21.867,12.31,-1.93,0.897,-1.060,0.037,-0.129,-0.092,2.2
21.867,12.28,-1.93,0.892,-1.057,0.035,-0.129,-0.094,0.2
21.871,12.22,-1.76,0.882,-1.057,0.047,-0.129,-0.082,4.3
21.871,12.22,-1.76,0.877,-1.054,0.045,-0.129,-0.084,0.2
21.874,12.09,-1.76,0.841,-1.032,0.034,-0.129,-0.095,2.1
21.874,12.07,-1.76,0.838,-1.030,0.033,-0.129,-0.096,0.2
21.878,12.02,-1.58,0.842,-1.040,0.049,-0.129,-0.080,4.1
21.878,12.00,-1.58,0.837,-1.037,0.047,-0.129,-0.081,0.2
21.880,11.89,-1.58,0.804,-1.016,0.038,-0.129,-0.091,2.2
21.880,11.87,-1.58,0.801,-1.014,0.037,-0.129,-0.092,0.2
21.883,11.80,-1.41,0.822,-1.032,0.056,-0.129,-0.073,2.2
21.883,11.80,-1.41,0.818,-1.029,0.055,-0.129,-0.073,0.3
21.885,11.74,-1.41,0.788,-1.011,0.052,-0.129,-0.077,2.3
21.886,11.74,-1.41,0.780,-1.006,0.049,-0.129,-0.080,0.4
21.888,11.67,-1.41,0.745,-0.984,0.038,-0.129,-0.091,2.2
21.888,11.65,-1.41,0.743,-0.982,0.037,-0.129,-0.092,0.2
21.892,11.58,-1.23,0.773,-1.007,0.065,-0.129,-0.063,3.9
21.892,11.58,-1.23,0.767,-1.004,0.063,-0.129,-0.065,0.2
21.896,11.47,-1.23,0.683,-0.947,0.039,-0.129,-0.090,3.8
21.896,11.47,-1.23,0.679,-0.944,0.037,-0.129,-0.092,0.2
21.900,11.37,-1.05,0.715,-0.973,0.065,-0.129,-0.063,3.9
21.900,11.37,-1.05,0.708,-0.968,0.063,-0.129,-0.065,0.3
21.904,11.23,-0.88,0.715,-0.974,0.091,-0.129,-0.037,3.7
21.904,11.23,-0.88,0.707,-0.968,0.089,-0.129,-0.040,0.2
21.908,11.13,-0.70,0.666,-0.939,0.105,-0.129,-0.023,3.7
21.908,11.10,-0.70,0.655,-0.931,0.102,-0.129,-0.026,0.3
21.910,11.04,-0.70,0.574,-0.873,0.082,-0.129,-0.047,2.3
21.911,11.04,-0.70,0.567,-0.868,0.079,-0.129,-0.049,0.2
21.913,10.97,-0.70,0.513,-0.829,0.063,-0.129,-0.065,2.3
21.913,10.97,-0.70,0.509,-0.826,0.062,-0.129,-0.066,0.2
21.917,10.95,-0.70,0.441,-0.777,0.036,-0.129,-0.093,3.8
21.917,10.93,-0.70,0.440,-0.777,0.035,-0.129,-0.094,0.2
21.919,10.86,-0.53,0.493,-0.814,0.063,-0.129,-0.065,2.2
21.920,10.86,-0.53,0.493,-0.814,0.064,-0.129,-0.065,0.2
21.923,10.84,-0.53,0.474,-0.799,0.068,-0.129,-0.061,3.8
21.924,10.84,-0.53,0.470,-0.796,0.067,-0.129,-0.063,0.2
21.927,10.80,-0.53,0.416,-0.755,0.050,-0.129,-0.078,3.8
21.927,10.80,-0.53,0.414,-0.754,0.050,-0.129,-0.079,0.2
21.931,10.73,-0.53,0.399,-0.742,0.044,-0.129,-0.085,3.8
21.931,10.73,-0.53,0.399,-0.741,0.043,-0.129,-0.085,0.2
21.935,10.71,-0.53,0.389,-0.733,0.037,-0.129,-0.092,3.8
21.935,10.69,-0.53,0.389,-0.733,0.037,-0.129,-0.092,0.2
21.939,10.69,-0.53,0.393,-0.734,0.035,-0.129,-0.094,3.8
21.939,10.69,-0.53,0.393,-0.734,0.035,-0.129,-0.094,0.2
21.942,10.69,-0.53,0.393,-0.733,0.032,-0.129,-0.097,2.2
21.942,10.69,-0.53,0.393,-0.733,0.032,-0.129,-0.097,0.2
21.946,10.69,-0.53,0.398,-0.734,0.030,-0.129,-0.099,3.9
21.946,10.69,-0.53,0.398,-0.734,0.030,-0.129,-0.099,0.2
21.950,10.71,-0.53,0.397,-0.731,0.025,-0.129,-0.104,3.8
21.950,10.71,-0.53,0.398,-0.731,0.025,-0.129,-0.104,0.3
21.952,10.71,-0.53,0.405,-0.735,0.025,-0.129,-0.104,2.2
21.952,10.71,-0.53,0.406,-0.736,0.025,-0.129,-0.104,0.2
21.955,10.71,-0.53,0.413,-0.739,0.027,-0.129,-0.103,2.2
21.955,10.71,-0.53,0.414,-0.740,0.027,-0.129,-0.103,0.2
21.959,10.71,-0.53,0.423,-0.744,0.028,-0.129,-0.101,4.0
21.959,10.71,-0.53,0.424,-0.744,0.028,-0.129,-0.101,0.2
21.961,10.71,-0.53,0.425,-0.743,0.028,-0.129,-0.101,2.2
21.961,10.71,-0.53,0.426,-0.743,0.028,-0.129,-0.101,0.2
21.965,10.71,-0.53,0.428,-0.742,0.029,-0.129,-0.101,3.8
21.965,10.71,-0.53,0.428,-0.742,0.029,-0.129,-0.100,0.2
21.968,10.71,-0.53,0.427,-0.739,0.028,-0.129,-0.101,2.2
21.968,10.71,-0.53,0.427,-0.739,0.028,-0.129,-0.101,0.2
21.972,10.71,-0.53,0.428,-0.737,0.029,-0.129,-0.100,3.9
21.972,10.71,-0.53,0.428,-0.737,0.029,-0.129,-0.100,0.2
21.976,10.71,-0.53,0.427,-0.733,0.029,-0.129,-0.100,3.8
21.976,10.71,-0.53,0.426,-0.732,0.029,-0.129,-0.100,0.2
21.978,10.71,-0.53,0.426,-0.730,0.029,-0.129,-0.100,2.1
21.978,10.71,-0.53,0.426,-0.730,0.029,-0.129,-0.100,0.2
21.982,10.71,-0.70,0.355,-0.678,-0.013,-0.129,-0.142,3.6
21.982,10.71,-0.70,0.358,-0.679,-0.012,-0.129,-0.141,0.2
21.986,10.71,-0.70,0.427,-0.727,-0.000,-0.129,-0.129,3.9
21.986,10.71,-0.70,0.430,-0.729,0.001,-0.129,-0.128,0.2
21.988,10.71,-0.70,0.461,-0.750,0.010,-0.129,-0.119,2.2
21.988,10.71,-0.70,0.463,-0.752,0.010,-0.129,-0.118,0.2
21.991,10.71,-0.70,0.482,-0.764,0.016,-0.129,-0.112,2.2
21.991,10.71,-0.70,0.483,-0.765,0.017,-0.129,-0.112,0.2
21.994,10.69,-0.70,0.504,-0.778,0.025,-0.129,-0.104,3.6
21.995,10.69,-0.70,0.504,-0.778,0.025,-0.129,-0.104,0.2
21.998,10.71,-0.70,0.491,-0.766,0.021,-0.129,-0.108,3.8
21.999,10.71,-0.70,0.491,-0.766,0.021,-0.129,-0.108,0.2
22.003,10.69,-0.70,0.497,-0.768,0.024,-0.129,-0.105,3.8
22.003,10.69,-0.70,0.497,-0.768,0.023,-0.129,-0.105,0.3
22.007,10.71,-0.70,0.485,-0.757,0.019,-0.129,-0.109,4.0
22.007,10.71,-0.70,0.485,-0.757,0.019,-0.129,-0.109,0.3
22.011,10.71,-0.70,0.486,-0.756,0.019,-0.129,-0.109,3.6
22.011,10.71,-0.70,0.486,-0.756,0.020,-0.129,-0.109,0.2
22.015,10.69,-0.70,0.497,-0.761,0.026,-0.129,-0.103,4.2
